repo_name,url,pulls_count_open,pulls_count_closed,issues_count_open,issues_count_closed,commits_count,branches_count,releases_count,owner_type,watchers_count,forks_count,stargazers_count,development_time,owner_account_age,avg_dev_account_age,has_test,has_doc,has_example,has_readme,owner_projects_count,owner_following,owner_followers,devs_followers_avg,devs_following_avg,commits_by_dev_with_most_commits,magnetism,stickiness,wealth,last_commit_age,productive_duration
markmfredrickson/RItools,https://github.com/markmfredrickson/RItools,1,12,13,37,87,26,0,1,12,7,12,2911,4467,3173.75,True,False,True,True,3,5,31,57.875,186.375,139,0.14285714285714285,0.6,11.09090909090909,313,2911
mat813/rb-kqueue,https://github.com/mat813/rb-kqueue,0,10,6,54,77,1,16,1,21,11,21,4220,4531,4025.25,True,False,False,True,39,9,45,226.58333333333334,28.083333333333332,40,0.1,0.6,8.083333333333334,18,4220
testmycode/tmc-server,https://github.com/testmycode/tmc-server,0,290,4,318,561,66,3,0,39,37,39,3719,3726,2692.375,True,True,False,True,35,0,0,20.8125,10.59375,1049,0.07692307692307693,1.5,288.5,6,3719
SchlossLab/schtools,https://github.com/SchlossLab/schtools,1,10,17,36,111,3,1,0,21,11,21,2968,2717,2561.875,True,True,False,True,78,0,0,24.75,17.0,112,0.19047619047619047,0.5,8.245454545454544,78,3055
FreshRSS/FreshRSS,https://github.com/FreshRSS/FreshRSS,1,0,1,0,18,2,0,0,3544,410,3544,3245,2516,2863.3684210526317,True,True,False,True,10,0,0,22.230263157894736,14.736842105263158,2682,0.0,0,0.0,3,3259
drzigman/WWW-LogicBoxes,https://github.com/drzigman/WWW-LogicBoxes,0,7,3,8,13,2,0,1,6,9,6,3444,3482,2431.6666666666665,True,False,False,False,39,6,7,2.6666666666666665,2.0,178,0.18181818181818182,1.0,3.611455108359133,36,3444
fsharp/fsharp.github.io,https://github.com/fsharp/fsharp.github.io,2,42,4,45,51,23,0,0,40,48,40,2935,3955,3575.5263157894738,False,False,False,True,18,0,0,135.28947368421052,27.5,254,0.14705882352941177,1.2,34.726190476190474,324,2935
mingliangguo/mingliangguo.github.com,https://github.com/mingliangguo/mingliangguo.github.com,0,0,0,0,30,3,0,1,0,0,0,3471,3828,3497.0,False,False,False,True,42,27,5,115.0,51.5,93,0.1,2.0,0.0,52,2094
nla/doss-nfsd,https://github.com/nla/doss-nfsd,0,14,3,18,21,1,3,0,0,0,0,0,4001,3220.3333333333335,False,False,False,True,62,0,0,30.666666666666668,3.6666666666666665,24,0.043478260869565216,3.0,14.0,0,0
grke/burp,https://github.com/grke/burp,0,0,2,0,82,14,0,1,415,77,415,3792,3824,2951.315789473684,True,True,False,True,3,1,23,9.421052631578947,5.552631578947368,1423,0.5,1.6666666666666667,0.0,17,3792
macs3-project/MACS,https://github.com/macs3-project/MACS,2,1,3,2,62,50,0,0,510,239,510,3661,470,3482.6875,True,True,False,True,6,0,0,76.625,16.1875,797,0.16666666666666666,1.0,1.0,189,3661
michaelhallquist/MplusAutomation,https://github.com/michaelhallquist/MplusAutomation,0,0,0,0,168,2,0,1,61,45,61,3057,4134,2868.4285714285716,True,True,True,True,5,0,27,20.214285714285715,16.428571428571427,134,0.0,0,0.0,3,3057
StudentLifeMarketingAndDesign/pow-wow,https://github.com/StudentLifeMarketingAndDesign/pow-wow,9,94,23,112,131,6,5,0,0,0,0,3060,3166,3064.75,False,False,False,False,178,0,0,3.0,7.0,75,0.5714285714285714,1.0,88.14973262032086,20,3060
wikimedia/mediawiki-extensions-MsLinks,https://github.com/wikimedia/mediawiki-extensions-MsLinks,0,9,0,12,66,17,0,0,0,0,0,2443,4589,3551.866666666667,False,False,False,True,2358,0,0,59.86666666666667,15.2,41,0.0,0,8.5,35,2490
dotnetinstaller/dotnetinstaller,https://github.com/dotnetinstaller/dotnetinstaller,0,23,1,25,72,3,0,0,178,77,178,4437,1351,3476.6363636363635,False,True,False,True,1,0,0,103.0,2.4545454545454546,492,0.0,0,23.0,152,4437
nolanlawson/promise-worker,https://github.com/nolanlawson/promise-worker,0,137,14,188,141,14,3,1,423,43,423,1678,4135,3194.8571428571427,True,False,False,True,409,40,2131,336.2857142857143,14.428571428571429,48,0.07462686567164178,1.0,134.86666666666667,348,1678
goblint/bench,https://github.com/goblint/bench,0,0,0,0,17,3,0,0,2,4,2,4234,3716,2927.8888888888887,False,False,False,True,14,0,0,46.77777777777778,4.777777777777778,51,0.0,0,0.0,6,4246
hforge/itools,https://github.com/hforge/itools,10,135,14,138,353,40,5,0,19,11,19,6039,3807,3529.8823529411766,True,True,False,True,14,0,0,31.529411764705884,6.470588235294118,3694,0.2826086956521739,0.9615384615384616,130.48501400560224,272,6318
oh2aun/flashforth,https://github.com/oh2aun/flashforth,15,4,60,22,12,5,0,1,66,21,66,3975,2941,2423.3333333333335,False,False,False,True,1,0,8,117.33333333333333,40.666666666666664,328,0.1,0.5,2.6,7,3975
oddball/ipxact2systemverilog,https://github.com/oddball/ipxact2systemverilog,0,470,0,470,908,1,0,1,38,13,38,2653,3656,2943.6666666666665,False,False,True,True,14,5,14,5.333333333333333,2.6666666666666665,59,1.5,0.3333333333333333,470.0,122,2653
enthought/apptools,https://github.com/enthought/apptools,0,1,2,17,113,9,0,0,33,20,33,5199,3914,3855.703703703704,True,True,True,True,147,0,0,189.55555555555554,29.22222222222222,434,0.0,0,0.125,21,5239
wzbozon/DKAudioPlayer,https://github.com/wzbozon/DKAudioPlayer,0,8,0,8,25,1,3,1,22,9,22,2098,3428,3328.6666666666665,False,False,False,True,27,32,9,30.666666666666668,89.33333333333333,30,0.015037593984962405,2.0,8.0,165,2098
OctopusDeploy/OctopusClients,https://github.com/OctopusDeploy/OctopusClients,0,9,1,12,30,92,0,0,184,128,184,3496,3551,3167.639534883721,False,False,False,True,186,0,0,33.43023255813954,16.325581395348838,279,0.18181818181818182,1.5,9.0,3,3501
pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,19,439,81,755,1759,4,34,0,4483,302,4483,3047,2082,3410.5526315789475,True,False,False,True,14,0,0,70.92105263157895,40.1578947368421,209,0.38686131386861317,0.4339622641509434,410.115909090909,53,3082
vfilimonov/co2meter,https://github.com/vfilimonov/co2meter,0,16,5,21,42,3,1,1,214,31,214,1825,3535,3688.6666666666665,False,False,False,True,13,7,51,105.66666666666667,24.666666666666668,60,0.20512820512820512,0.5,16.0,258,2094
Locale/iso,https://github.com/Locale/iso,1,2,1,2,2,3,0,0,45,12,45,2997,3832,3805.0,True,False,False,True,17,0,0,31.714285714285715,17.428571428571427,50,0.4,0.5,2.0,303,2997
PirateBox-Dev/PirateBoxScripts_Webserver,https://github.com/PirateBox-Dev/PirateBoxScripts_Webserver,0,26,0,26,129,21,2,0,184,96,184,3126,3115,2932.035714285714,True,False,False,True,19,0,0,31.678571428571427,14.035714285714286,597,0.0,0,26.0,316,3126
erral/eitbapi,https://github.com/erral/eitbapi,0,2,4,3,6,3,0,1,10,3,10,2053,3762,2114.2,True,False,False,True,113,4,27,12.8,13.8,725,0.25,2.0,1.5,0,2075
sigma/gh.el,https://github.com/sigma/gh.el,0,6,0,6,16,6,0,1,243,77,243,3485,4821,4019.684210526316,True,True,False,True,165,0,143,156.52631578947367,31.94736842105263,300,0.5,1.0,3.5,268,3485
cismet/watergis-client,https://github.com/cismet/watergis-client,2,321,2,323,494,180,0,0,2,0,2,2937,3753,3430.4,False,False,False,True,155,0,0,1.2,1.2,503,0.125,2.5,337.0,10,2937
mizzy/serverspec,https://github.com/mizzy/serverspec,17,2,19,4,4,6,0,1,2421,376,2421,3014,4926,3858.790476190476,True,False,False,True,200,105,533,86.97142857142858,42.79047619047619,1418,0.0,0,2.0,84,3014
DaveDavenport/gpx-viewer,https://github.com/DaveDavenport/gpx-viewer,2,1,57,55,136,4,1,1,9,6,9,4453,4015,3712.1428571428573,False,False,False,True,46,6,163,70.0,9.428571428571429,255,0.0,0,1.0,4,4453
node-red/node-red,https://github.com/node-red/node-red,0,0,0,0,3,60,0,0,13030,2539,13030,2918,2934,2770.0897435897436,True,False,True,True,32,0,0,50.97435897435897,20.442307692307693,4034,0.3333333333333333,0.5,0.0,0,2949
Neamar/notiflow-server,https://github.com/Neamar/notiflow-server,1,6,3,12,23,17,0,1,0,1,0,2409,3917,3067.25,False,False,False,True,158,30,217,66.75,10.0,92,1.4,0.7142857142857143,2.5,308,2409
ltworf/weborf,https://github.com/ltworf/weborf,0,0,1,0,17,3,0,1,34,3,34,4662,3521,3753.3333333333335,False,False,True,True,63,3,18,19.666666666666668,7.333333333333333,411,0.0,0,0.0,131,4662
samm-git/btest-opensource,https://github.com/samm-git/btest-opensource,2,3,12,10,88,1,1,1,79,16,79,1853,3518,3532.0,False,False,False,True,111,2,42,23.75,2.25,40,0.2222222222222222,0.75,3.0,1,1853
labocho/japanese_zip_code,https://github.com/labocho/japanese_zip_code,0,39,1,60,85,1,0,1,4,0,4,3312,3999,3130.6666666666665,True,False,False,True,121,9,10,4.666666666666667,4.0,30,0.07462686567164178,0.8,39.0,120,3312
tigefa/tigefa,https://github.com/tigefa/tigefa,0,2,0,4,25,18,5,0,4,5,4,2593,2040,2000.6470588235295,True,True,False,True,3,0,0,96.70588235294117,394.8235294117647,308,0.25,2.0,2.0,71,2593
AutomatedArchitecture/SirenOfShame,https://github.com/AutomatedArchitecture/SirenOfShame,0,0,0,0,7,30,0,0,72,46,72,3606,3275,3132.5625,False,False,False,True,10,0,0,25.875,5.1875,465,0.25,1.0,0.0,119,3606
vegandevs/vegan,https://github.com/vegandevs/vegan,1,2,6,12,49,138,0,0,272,74,272,4591,2578,3166.4,True,False,False,True,4,0,0,127.05,22.45,2628,0.0,0,0.8333333333333333,91,4688
microcomp/ckanext-applications,https://github.com/microcomp/ckanext-applications,0,0,0,5,8,2,3,0,0,0,0,2435,2466,2161.5,False,False,False,False,33,0,0,1.75,1.75,87,0.0,0,0.0,24,2435
jaseg/lolcat,https://github.com/jaseg/lolcat,1,4,9,5,7,2,0,1,221,33,221,2466,4362,3063.4285714285716,False,False,False,True,230,96,134,97.14285714285714,45.714285714285715,58,0.14285714285714285,1.0,2.1666666666666665,50,2466
streetturtle/awesome-wm-widgets,https://github.com/streetturtle/awesome-wm-widgets,0,6,0,6,6,10,0,1,1136,170,1136,2243,2520,2838.6393442622953,False,False,False,True,46,37,80,37.57377049180328,33.704918032786885,635,0.16666666666666666,3.0,6.0,15,2261
cfndsl/cfndsl,https://github.com/cfndsl/cfndsl,0,42,40,84,147,2,1,0,398,137,398,3122,1412,3537.037037037037,True,False,False,True,1,0,0,28.703703703703702,11.074074074074074,162,0.5294117647058824,0.4444444444444444,36.35,64,3122
mmottl/pcre-ocaml,https://github.com/mmottl/pcre-ocaml,1,9,9,21,116,2,2,1,23,6,23,4615,3596,3411.0,False,False,True,True,30,1,124,182.2,41.8,170,0.0,0,7.833333333333333,56,4615
jfhbrook/hoarders,https://github.com/jfhbrook/hoarders,1,55,4,72,182,2,0,1,63,9,63,3302,4587,3828.5,False,False,False,True,23,80,467,251.75,97.25,26,0.15,0.8333333333333334,52.833333333333336,28,3302
ncbo/goo,https://github.com/ncbo/goo,1,81,2,106,108,30,9,0,15,7,15,3189,4096,3941.75,True,False,False,True,44,0,0,26.75,8.75,688,1.8,0.3888888888888889,79.83333333333333,37,3189
sflow/sflowtool,https://github.com/sflow/sflowtool,3,11,28,31,67,1,1,1,160,71,160,1582,4006,2768.8,False,False,False,True,17,0,39,9.8,0.4,68,0.11538461538461539,1.0,11.25,211,1582
ksss/mruby-file-stat,https://github.com/ksss/mruby-file-stat,0,1,0,1,19,2,0,1,15,9,15,2463,3707,4329.125,True,False,False,True,147,70,69,356.75,28.5,131,0.0,0,1.0,189,2463
PageModifiedOfficial/Check-My-Links,https://github.com/PageModifiedOfficial/Check-My-Links,17,45,28,59,82,2,0,0,145,68,145,3214,1966,3305.5714285714284,True,False,False,True,5,0,0,14.285714285714286,11.285714285714286,43,2.0,0.3333333333333333,38.7,301,3214
Bioruebe/UniExtract2,https://github.com/Bioruebe/UniExtract2,0,0,0,0,14,1,0,1,1817,199,1817,2430,3140,2652.913043478261,False,True,False,True,28,1,80,24.0,4.608695652173913,280,0.25925925925925924,0.42857142857142855,0.0,6,2435
3dcitydb/3dcitydb,https://github.com/3dcitydb/3dcitydb,0,2,0,2,11,21,0,0,228,55,228,2810,2861,2767.285714285714,False,False,False,True,18,0,0,21.142857142857142,0.5714285714285714,384,0.015151515151515152,2.0,2.0,20,2850
aodn/aodn-portal,https://github.com/aodn/aodn-portal,1,19,20,44,79,26,0,0,17,14,17,3716,3227,2603.5238095238096,True,True,True,True,52,0,0,3.619047619047619,1.7142857142857142,1594,0.39473684210526316,0.6,15.642857142857142,3,3733
vrothberg/vgrep,https://github.com/vrothberg/vgrep,5,281,13,348,566,2,37,1,509,35,509,2287,2365,3175.217391304348,True,True,False,True,34,0,107,573.2608695652174,140.0,227,0.825,0.36363636363636365,273.6428571428571,78,2382
smartsheet-platform/smartsheet-python-sdk,https://github.com/smartsheet-platform/smartsheet-python-sdk,1,0,1,0,13,10,0,0,84,69,84,2101,3051,3017.8333333333335,True,True,False,True,25,0,0,32.111111111111114,4.555555555555555,280,0.0,0,0.0,336,2456
PProvost/vim-ps1,https://github.com/PProvost/vim-ps1,12,342,28,544,333,1,16,1,282,46,282,3183,4634,3469.5789473684213,False,True,False,True,115,18,75,41.421052631578945,6.157894736842105,20,0.1457142857142857,0.2549019607843137,297.2291666666665,295,3183
peterhoeg/vim-qml,https://github.com/peterhoeg/vim-qml,1,48,15,102,249,1,0,1,125,23,125,1088,3811,3289.909090909091,False,False,False,True,97,1,38,58.18181818181818,55.09090909090909,26,0.28125,0.6666666666666666,45.80952380952382,317,1088
libimobiledevice/usbmuxd,https://github.com/libimobiledevice/usbmuxd,0,2,0,2,6,1,0,0,950,266,950,4561,3137,3630.9545454545455,False,True,False,True,12,0,0,196.95454545454547,14.545454545454545,282,0.2,0.3333333333333333,1.1111111111111112,10,4572
liferay-mobile/liferay-push-android,https://github.com/liferay-mobile/liferay-push-android,0,0,13,0,344,3,0,0,3,7,3,2280,2222,3126.6666666666665,True,True,False,True,19,0,0,54.333333333333336,40.666666666666664,79,0.0,0,0.0,151,2280
apache/couchdb-mochiweb,https://github.com/apache/couchdb-mochiweb,0,0,0,1,3,1,0,0,5,11,5,4998,4624,4097.66037735849,True,False,True,True,2255,0,0,146.03773584905662,18.41509433962264,410,0.0,0,0.0,50,4998
AgriLife/AgriFlex,https://github.com/AgriLife/AgriFlex,0,3,2,3,8,7,0,0,6,3,6,3681,3907,3943.0,False,False,False,True,66,0,0,55.5,4.75,317,0.23076923076923078,1.0,3.0,56,3681
guzzle/guzzle,https://github.com/guzzle/guzzle,60,119,60,119,200,6,15,0,21104,2218,21104,3839,3855,3642.930930930931,True,True,False,True,17,0,0,151.26726726726727,34.1981981981982,2412,0.27461139896373055,0.20754716981132076,112.08333333333333,11,3871
vert-x3/vertx-redis-client,https://github.com/vert-x3/vertx-redis-client,3,26,20,112,143,37,0,0,104,88,104,2557,2625,3213.757575757576,True,False,True,True,92,0,0,93.87878787878788,9.515151515151516,316,1.2857142857142858,0.3888888888888889,22.666666666666664,23,2610
missinglinkelectronics/libuio,https://github.com/missinglinkelectronics/libuio,0,18,0,19,61,3,0,0,19,24,19,3773,1473,3091.0,False,False,False,True,14,0,0,60.666666666666664,2.8,92,0.21739130434782608,0.8,14.541666666666668,31,3773
cyclestreets/cyclestreets-setup,https://github.com/cyclestreets/cyclestreets-setup,0,2,0,4,5,1,0,0,10,5,10,3159,4054,3218.5,False,False,False,True,32,0,0,21.166666666666668,29.0,953,0.09090909090909091,1.5,2.0,70,3159
cnodejs/nodeclub,https://github.com/cnodejs/nodeclub,0,1,0,3,41,91,2,0,9123,3210,9123,3284,3495,3232.440476190476,True,False,False,True,11,0,0,893.8452380952381,105.39285714285714,1002,0.0,0,1.0,199,3284
webjars/jstree,https://github.com/webjars/jstree,1,1,1,1,2,1,0,0,0,4,0,3009,3437,3772.0,False,False,False,True,1106,0,0,333.8,1.6,75,0.05714285714285714,0.0,1.0,50,3009
GNOME/postr,https://github.com/GNOME/postr,1,41,18,54,305,3,0,0,2,5,2,5204,3394,3440.5555555555557,False,False,False,True,372,0,0,25.11111111111111,4.833333333333333,327,0.2909090909090909,0.5,41.0,282,5204
SpiderStrategies/node-tweet-stream,https://github.com/SpiderStrategies/node-tweet-stream,0,1,0,1,9,1,0,0,208,44,208,2576,3565,3343.769230769231,True,False,False,True,100,0,0,967.9230769230769,95.38461538461539,86,0.2,1.0,1.0,92,2576
soimort/you-get,https://github.com/soimort/you-get,2,0,2,1,82,3,0,1,41729,8547,41729,3299,4072,2867.0555555555557,True,False,False,True,46,44,2380,99.9040404040404,61.89393939393939,1526,0.0,0,0.0,2,3299
middleman/middleman-livereload,https://github.com/middleman/middleman-livereload,0,2,0,2,23,1,0,0,117,35,117,3552,3556,4113.238095238095,True,False,False,True,23,0,0,97.04761904761905,21.714285714285715,66,0.5,2.0,2.0,73,3552
cern-mig/java-dirq-test,https://github.com/cern-mig/java-dirq-test,3,3,3,4,24,1,0,0,2,1,2,2771,3150,2986.0,True,False,False,True,10,0,0,1.6666666666666667,1.0,44,0.3125,0.6,3.0,337,2771
pitluga/keepassx,https://github.com/pitluga/keepassx,3,8,6,12,23,1,1,1,15,9,15,1704,4587,4244.333333333333,True,False,False,True,50,21,56,72.66666666666667,13.666666666666666,68,0.15384615384615385,1.0,6.375,9,1704
atom/language-less,https://github.com/atom/language-less,0,7,0,7,24,4,4,0,21,17,21,2619,3640,3583.9285714285716,True,False,False,True,255,0,0,458.17857142857144,36.964285714285715,76,0.0,0,8.0,143,2619
tats/w3m,https://github.com/tats/w3m,0,5,6,19,34,14,0,1,376,44,376,7228,4235,2998.4,True,True,False,True,18,0,19,27.38,10.56,1145,0.15384615384615385,0.5,3.590909090909091,11,7247
opal/opal-rails,https://github.com/opal/opal-rails,0,2,1,2,8,11,0,0,480,60,480,3482,3751,4051.4736842105262,True,False,False,True,25,0,0,78.15789473684211,22.157894736842106,505,0.038461538461538464,2.0,0.38095238095238093,197,3482
BansheeMediaPlayer/BansheeMediaPlayer.github.io,https://github.com/BansheeMediaPlayer/BansheeMediaPlayer.github.io,0,3,0,3,79,1,8,0,0,2,0,2587,3021,4162.5,False,True,False,True,4,0,0,99.75,6.25,34,0.5,1.0,3.0,92,2549
jshttp/negotiator,https://github.com/jshttp/negotiator,0,26,0,46,70,1,5,0,208,31,208,2856,2603,4176.307692307692,True,False,True,True,29,0,0,1812.0,49.61538461538461,200,0.13333333333333333,1.5,24.0,102,2856
oriches/Simple.Rest,https://github.com/oriches/Simple.Rest,1,16,2,16,8,2,0,1,10,3,10,3230,3604,2378.0,False,False,False,True,25,1,57,26.333333333333332,5.666666666666667,93,0.06666666666666667,2.0,4.780191050779286,26,3230
bireme/bvs-events-calendar,https://github.com/bireme/bvs-events-calendar,0,152,0,152,184,1,0,0,0,0,0,1590,4395,2898.0,False,True,False,False,116,0,0,2.0,0.5,108,1.0,0.3333333333333333,152.0,351,1590
hvesalai/emacs-scala-mode,https://github.com/hvesalai/emacs-scala-mode,1,27,2,28,117,2,0,1,343,60,343,3105,3741,3699.6206896551726,True,False,False,True,39,0,24,103.72413793103448,34.10344827586207,130,0.04918032786885246,0.16666666666666666,24.23333333333333,155,3105
humanoid-path-planner/hpp-template-corba,https://github.com/humanoid-path-planner/hpp-template-corba,4,129,4,135,150,5,53,0,1,6,1,3979,2731,4020.6,True,True,False,True,64,0,0,45.0,36.2,24,0.3225806451612903,0.3,122.86111111111111,155,4148
Schneegans/Gnome-Pie,https://github.com/Schneegans/Gnome-Pie,3,44,3,44,35,3,0,1,288,92,288,3689,3757,3267.0714285714284,False,False,False,True,25,8,81,53.07142857142857,9.5,517,0.11904761904761904,0.4,42.642857142857146,61,3689
smontanaro/spambayes,https://github.com/smontanaro/spambayes,0,27,2,41,75,2,0,1,17,24,17,6785,3151,2624.6666666666665,True,True,False,True,24,0,13,8.666666666666666,0.0,953,0.6666666666666666,0.5,24.74358974358974,164,6785
toscawidgets/tw2.core,https://github.com/toscawidgets/tw2.core,17,74,39,99,441,2,15,0,22,16,22,4104,3510,4006.0,True,True,True,True,51,0,0,99.375,32.0625,393,0.16666666666666666,3.0,71.625,369,4480
sensiblecodeio/xypath,https://github.com/sensiblecodeio/xypath,12,70,18,73,408,8,0,0,42,6,42,2686,1896,3946.375,True,True,False,True,37,0,0,78.0,11.625,119,0.3076923076923077,0.25,68.43333333333334,345,2686
sunscrapers/djet,https://github.com/sunscrapers/djet,39,103,58,111,397,4,1,0,77,13,77,2932,3584,3526.0833333333335,True,True,False,True,46,0,0,48.333333333333336,17.5,45,0.2,0.8571428571428571,81.87655857214682,49,2932
xuwei-k/iarray,https://github.com/xuwei-k/iarray,0,25,2,56,142,7,4,1,11,1,11,2795,4028,3067.5,True,False,False,True,934,802,745,266.5,200.75,504,0.4,1.0,25.0,2,2817
ipa320/cob_robots,https://github.com/ipa320/cob_robots,1,7,10,15,22,16,1,0,64,130,64,4132,4318,2949.589285714286,True,False,False,True,189,0,0,7.714285714285714,2.517857142857143,727,0.1111111111111111,1.0,4.220075757575758,3,4132
ipfs/js-ipfs-repo,https://github.com/ipfs/js-ipfs-repo,0,16,15,29,104,9,0,0,68,60,68,2106,2437,3446.7567567567567,True,False,False,True,169,0,0,335.86486486486484,147.7027027027027,216,0.10204081632653061,0.8,16.0,1,2121
apache/giraph,https://github.com/apache/giraph,0,16,3,26,84,7,0,0,578,290,578,3579,4625,3403.296296296296,True,False,True,True,2255,0,0,45.25925925925926,10.407407407407407,283,0.21052631578947367,0.5,16.0,106,3579
skadistats/clarity,https://github.com/skadistats/clarity,0,0,1,2,10,7,0,0,527,106,527,2776,2945,3493.4444444444443,True,False,False,True,8,0,0,37.111111111111114,8.555555555555555,754,0.08333333333333333,2.0,0.0,44,2776
sensson/puppet-powerdns,https://github.com/sensson/puppet-powerdns,1,28,1,31,129,2,0,0,11,32,11,1717,3296,2979.266666666667,True,False,False,True,18,0,0,18.4,8.8,187,0.6,0.6666666666666666,27.5,98,1717
