repo_name,url,pulls_count_open,pulls_count_closed,issues_count_open,issues_count_closed,commits_count,branches_count,releases_count,owner_type,watchers_count,forks_count,stargazers_count,development_time,owner_account_age,avg_dev_account_age,has_test,has_doc,has_example,has_readme,owner_projects_count,owner_following,owner_followers,devs_followers_avg,devs_following_avg,commits_by_dev_with_most_commits,magnetism,stickiness,wealth,last_commit_age,productive_duration
RBigData/pbdDMAT,https://github.com/RBigData/pbdDMAT,7,139,17,236,284,4,7,0,12,6,12,3192,3265,3035.0,False,False,True,True,52,0,0,82.0,3.4,255,0.12062256809338522,0.5161290322580645,124.3845238095238,3,3192
wonderix/rmk,https://github.com/wonderix/rmk,3,2,6,2,11,2,0,1,1,3,1,3036,3132,2284.3333333333335,True,True,True,True,17,0,1,4.333333333333333,1.8333333333333333,111,0.07246376811594203,0.2,2.0,65,3036
jaimz22/DoctrineFullTextPostrgres,https://github.com/jaimz22/DoctrineFullTextPostrgres,0,0,0,0,4,1,0,1,11,20,11,0,2865,3328.5555555555557,True,False,False,True,47,1,5,16.0,5.333333333333333,11,0.0,0,0.0,292,0
serban/menubar-ticker,https://github.com/serban/menubar-ticker,0,95,5,99,98,1,0,1,96,17,96,2050,4034,3981.6666666666665,False,False,False,True,10,3,25,24.333333333333332,5.333333333333333,53,0.5,1.0,94.5,215,2050
sendgrid/smtpapi-python,https://github.com/sendgrid/smtpapi-python,0,10,0,25,15,2,0,0,29,52,29,2696,4265,2597.6976744186045,True,False,True,True,128,0,0,43.30232558139535,20.6046511627907,30,0.3,0.6666666666666666,8.59090909090909,8,2709
NanneHuiges/JSend,https://github.com/NanneHuiges/JSend,0,0,3,0,6,1,0,1,28,5,28,2912,3476,3890.75,True,False,False,True,28,17,18,78.0,32.0,36,0.25,3.0,0.0,168,2912
Particular/ServiceInsight,https://github.com/Particular/ServiceInsight,13,62,113,164,104,11,3,0,15,29,15,3104,2983,3606.8064516129034,False,False,False,True,115,0,0,75.0,4.225806451612903,633,0.24242424242424243,0.6875,51.167857142857144,4,3144
odalet/CertXplorer,https://github.com/odalet/CertXplorer,0,1,1,1,19,2,0,1,5,4,5,3045,4523,1921.5,False,True,False,True,65,26,21,5.5,6.5,91,0.25,1.0,1.0,2,3045
eea/eea.userseditor,https://github.com/eea/eea.userseditor,0,1,0,1,17,3,0,0,1,1,1,2590,3602,2985.8888888888887,True,True,False,True,693,0,0,20.666666666666668,123.44444444444444,84,0.0,0,1.0,161,2590
hwi/HWIOAuthBundle,https://github.com/hwi/HWIOAuthBundle,0,1,0,1,104,2,0,0,2120,783,2120,3554,3615,3485.946502057613,False,True,False,True,1,0,0,104.4074074074074,21.242798353909464,710,0.3333333333333333,2.0,1.0,4,3577
atom/tabs,https://github.com/atom/tabs,1,2,8,15,37,7,0,0,99,102,99,3146,3641,3758.2413793103447,True,False,False,True,255,0,0,508.9655172413793,33.206896551724135,237,0.0,0,2.0,42,3146
bestpractical/rt-client-cli,https://github.com/bestpractical/rt-client-cli,0,6,3,8,344,1,0,0,3,3,3,0,4588,4431.333333333333,True,False,False,True,322,0,0,30.333333333333332,30.333333333333332,10,0.16666666666666666,1.0,6.0,231,0
limodou/uliweb-doc,https://github.com/limodou/uliweb-doc,0,4,4,11,19,2,0,1,29,11,29,3617,4413,3466.3333333333335,True,True,False,False,58,5,597,109.5,33.166666666666664,200,0.125,1.0,4.0,124,3617
g4code/log,https://github.com/g4code/log,3,15,11,16,62,1,0,0,0,6,0,1707,2895,2963.3333333333335,True,False,False,True,82,0,0,60.44444444444444,5.333333333333333,25,0.07407407407407407,0.25,14.25,232,1707
bugsnag/cocoapods-bugsnag,https://github.com/bugsnag/cocoapods-bugsnag,12,16,48,45,57,1,0,0,7,2,7,149,3652,3447.375,True,False,False,True,101,0,0,323.875,10.5,20,0.14285714285714285,0.5555555555555556,13.333333333333332,301,149
felicianotech/www.feliciano.tech,https://github.com/felicianotech/www.feliciano.tech,1,117,7,146,174,8,3,1,7,3,7,1622,2855,2053.3333333333335,False,False,False,True,175,21,94,31.666666666666668,8.0,329,1.1111111111111112,0.5,107.49166666666667,20,1662
gkbrk/slowloris,https://github.com/gkbrk/slowloris,28,807,219,1406,1686,1,9,1,1308,473,1308,1602,3183,2430.181818181818,False,False,False,True,74,8,319,69.18181818181819,32.90909090909091,12,0.2,0.5373134328358209,783.7879851143009,168,1602
MLAB-project/pysdr,https://github.com/MLAB-project/pysdr,4,1,4,1,1,6,0,0,8,3,8,2696,2996,3144.25,False,False,False,True,45,0,0,8.25,5.25,60,0.3333333333333333,1.0,1.2,63,2696
MonkDev/monkcms-snippets,https://github.com/MonkDev/monkcms-snippets,3,41,3,42,39,2,0,0,13,8,13,3432,3568,3461.4285714285716,False,False,False,True,16,0,0,9.714285714285714,8.714285714285714,357,0.125,0.5454545454545454,41.0,133,3432
kazu-yamamoto/http-date,https://github.com/kazu-yamamoto/http-date,0,0,2,6,2,1,0,1,8,5,8,2351,4299,3834.8571428571427,True,False,False,False,128,3,463,130.85714285714286,40.714285714285715,47,0.0,0,0.0,205,2351
Lightstreamer/Lightstreamer-example-HelloWorld-adapter-dotnet,https://github.com/Lightstreamer/Lightstreamer-example-HelloWorld-adapter-dotnet,2,30,19,55,105,1,0,0,3,1,3,2709,3831,3094.0,False,False,False,True,151,0,0,4.0,0.5,17,0.3333333333333333,0.2,22.511446886446887,249,2709
AMONCode/Analysis,https://github.com/AMONCode/Analysis,0,151,4,182,336,12,12,1,1,0,1,2624,2859,2424.4444444444443,True,True,False,True,4,0,2,1.6666666666666667,2.0,642,0.375,0.9166666666666666,140.89166666666665,175,2809
anoek/ex-sdl-cairo-freetype-harfbuzz,https://github.com/anoek/ex-sdl-cairo-freetype-harfbuzz,0,0,0,0,11,1,0,1,127,56,127,0,4293,3664.0,False,False,False,True,26,10,99,54.5,13.75,17,0.0,0,0.0,367,0
documentcloud/underscore-contrib,https://github.com/documentcloud/underscore-contrib,0,2,1,2,5,5,0,0,620,119,620,3037,4483,3910.9767441860463,True,True,True,True,26,0,0,466.7674418604651,28.186046511627907,157,0.07692307692307693,2.0,2.0,36,3037
testdouble/backbone-fixins,https://github.com/testdouble/backbone-fixins,0,0,0,0,34,8,0,0,4,1,4,3273,3620,4478.75,True,True,True,True,128,0,0,341.5,19.75,35,0.0,0,0.0,134,3273
logstash-plugins/logstash-filter-drop,https://github.com/logstash-plugins/logstash-filter-drop,1,78,18,212,1566,4,0,0,5,13,5,2175,2545,4123.461538461538,True,True,False,True,267,0,0,280.7692307692308,18.307692307692307,38,1.2307692307692308,0.75,73.86666666666666,256,2175
seandepagnier/climatology_pi,https://github.com/seandepagnier/climatology_pi,1,31,40,83,120,1,2,1,11,16,11,2722,3290,3120.5,False,False,False,True,48,0,66,18.2,9.6,221,0.5277777777777778,0.15789473684210525,27.392857142857142,370,2722
bg5sbk/MiniCMS,https://github.com/bg5sbk/MiniCMS,1,1,1,1,12,1,3,1,191,59,191,3520,4159,3738.3333333333335,False,False,False,True,89,88,701,5111.666666666667,64.0,49,0.0,0,0.5,60,3520
veekun/pokedex,https://github.com/veekun/pokedex,7,14,12,14,31,28,0,0,1234,578,1234,4471,3616,3013.8571428571427,True,True,False,True,6,0,0,46.10204081632653,15.551020408163266,439,0.13043478260869565,0.3333333333333333,12.392857142857142,87,4471
maxmind/geoip-api-php,https://github.com/maxmind/geoip-api-php,0,0,0,0,3,1,0,0,516,354,516,6295,3600,3957.875,True,False,True,True,88,0,0,155.0,31.3125,62,0.0,0,0.0,224,6295
Infinidat/infi.asi_utils,https://github.com/Infinidat/infi.asi_utils,0,4,0,4,33,2,1,0,0,0,0,1843,3435,3186.0,True,False,False,True,164,0,0,6.666666666666667,1.6666666666666667,39,0.0,0,2.0876190476190475,537,1843
hudbrog/gCodeViewer,https://github.com/hudbrog/gCodeViewer,8,388,64,703,442,2,44,1,349,143,349,2883,3534,2852.7,False,False,False,True,21,0,17,12.2,9.1,41,0.12195121951219512,0.6,381.2833333333333,333,2883
eileenmcnaughton/nz.co.fuzion.extendedreport,https://github.com/eileenmcnaughton/nz.co.fuzion.extendedreport,2,379,107,537,665,1,14,1,16,47,16,3310,4078,2775.483870967742,True,True,False,True,208,6,76,13.516129032258064,15.064516129032258,577,2.8125,0.5555555555555556,369.0485782191663,1,3310
jakobo/hotp-php,https://github.com/jakobo/hotp-php,4,7,23,23,8,1,1,1,48,9,48,19,4948,4426.4,True,False,False,True,45,48,96,101.8,24.4,25,0.0847457627118644,0.4,5.571428571428571,263,19
evanphx/kpeg,https://github.com/evanphx/kpeg,0,3,0,3,3,1,0,1,148,31,148,3772,4997,4620.0,True,False,True,True,167,7,1402,416.6666666666667,14.166666666666666,125,0.0,0,3.0,106,3772
camunda/camunda-bpm-sdk-js,https://github.com/camunda/camunda-bpm-sdk-js,0,8,0,9,37,55,0,0,74,48,74,2416,3276,3204.0,True,False,False,True,100,0,0,51.19230769230769,9.923076923076923,118,1.0,0.5,6.2,225,2659
dominictarr/indexhtmlify,https://github.com/dominictarr/indexhtmlify,0,5,0,5,19,1,0,1,60,10,60,2651,4159,3933.0,False,False,False,True,891,28,3365,1232.1666666666667,102.66666666666667,23,0.0,0,4.0588235294117645,335,2651
mnaberez/softbox,https://github.com/mnaberez/softbox,2,79,8,86,292,1,0,1,8,0,8,3007,4604,3581.6666666666665,False,False,False,True,46,58,220,77.66666666666667,20.666666666666668,1310,0.2,0.5,75.93452380952381,257,3007
regosen/Gapless-5,https://github.com/regosen/Gapless-5,0,5,1,6,11,1,0,1,81,17,81,2500,3029,2939.3333333333335,False,False,False,True,7,1,18,17.0,7.666666666666667,199,0.125,2.0,5.0,5,2086
mrvisser/node-corporal,https://github.com/mrvisser/node-corporal,0,4,0,4,8,1,0,1,11,7,11,2619,4455,3192.8,True,False,True,True,85,2,14,93.8,4.6,72,0.14285714285714285,1.0,4.0,87,2619
convos-chat/convos,https://github.com/convos-chat/convos,0,2,0,2,4,15,0,0,834,74,834,2296,208,3405.6666666666665,True,False,False,True,6,0,0,62.041666666666664,83.0,2376,0.09090909090909091,2.0,2.0,4,2337
przemyslawpluta/node-youtube-dl,https://github.com/przemyslawpluta/node-youtube-dl,0,8,0,17,48,1,0,1,1680,369,1680,3529,4207,3174.7954545454545,True,False,True,True,12,23,57,83.36363636363636,44.70454545454545,203,0.11764705882352941,1.5,7.166666666666666,168,3529
horosproject/horos,https://github.com/horosproject/horos,1,19,6,23,70,51,0,1,328,120,328,5405,2440,3127.1363636363635,False,False,False,True,2,11,125,19.181818181818183,4.090909090909091,9181,1.0,0.4,13.727777777777778,270,5405
ndexbio/ndex-java-client,https://github.com/ndexbio/ndex-java-client,0,34,0,34,58,6,11,0,1,1,1,2689,2544,3102.5714285714284,True,False,False,True,55,0,0,6.142857142857143,1.2857142857142858,66,0.75,0.3333333333333333,34.0,22,2689
epcim/dotshell,https://github.com/epcim/dotshell,28,63,62,78,152,1,3,1,1,0,1,2445,3587,2732.0,False,False,False,True,158,44,32,11.0,14.666666666666666,48,0.15384615384615385,0.34615384615384615,44.30400432900433,37,2445
savonet/ocaml-duppy,https://github.com/savonet/ocaml-duppy,0,7,1,13,21,4,5,0,11,1,11,3865,3562,3402.5,False,False,True,True,77,0,0,99.75,49.25,119,0.375,1.0,7.0,69,3865
matthiasnoback/broadway-serialization,https://github.com/matthiasnoback/broadway-serialization,0,2,7,5,31,4,1,1,27,6,27,1658,3595,3625.6666666666665,True,False,False,True,93,0,791,183.16666666666666,9.166666666666666,25,0.2222222222222222,1.5,2.0,230,1658
PerlGameDev/Alien-CMake,https://github.com/PerlGameDev/Alien-CMake,15,49,31,61,91,2,0,0,2,2,2,3641,4046,4329.2,True,False,False,True,28,0,0,77.0,69.0,37,0.168,0.23809523809523808,43.605357142857144,137,3641
annkissam/dalliance,https://github.com/annkissam/dalliance,1,19,1,26,293,3,0,0,1,3,1,3052,3824,3403.8571428571427,True,False,False,True,44,0,0,46.0,45.42857142857143,56,0.07142857142857142,3.0,20.0,84,3052
SimpleITK/SlicerSimpleFilters,https://github.com/SimpleITK/SlicerSimpleFilters,0,3,0,3,8,2,0,0,1,11,1,2849,3964,3689.8333333333335,False,False,False,True,24,0,0,88.83333333333333,20.0,104,0.1111111111111111,1.0,3.0,135,2849
ctpconsulting/cdise,https://github.com/ctpconsulting/cdise,1,13,3,29,39,1,3,0,3,1,3,3548,3858,2817.3333333333335,True,False,True,False,20,0,0,10.666666666666666,1.0,24,0.0,0,13.0,143,3548
extras-evolution/EvoGallery,https://github.com/extras-evolution/EvoGallery,1,71,8,164,292,1,20,0,4,6,4,2559,2970,3212.625,False,True,False,False,124,0,0,12.5,3.625,14,0.3492063492063492,0.36363636363636365,60.38055555555557,157,2559
openSUSE/obs-service-format_spec_file,https://github.com/openSUSE/obs-service-format_spec_file,0,7,1,13,37,1,3,0,8,22,8,3438,3865,3601.875,False,False,False,True,518,0,0,30.5625,8.75,130,0.375,1.0,6.5,129,3438
stripe-ruby-mock/stripe-ruby-mock,https://github.com/stripe-ruby-mock/stripe-ruby-mock,0,68,3,88,184,43,4,0,859,596,859,3059,624,3749.2625,True,False,False,True,1,0,0,78.21875,32.56875,305,0.5714285714285714,0.5,64.33333333333334,1,3063
mon/0x40-web,https://github.com/mon/0x40-web,4,36,51,105,861,3,10,1,237,22,237,2114,3155,2871.1111111111113,False,True,False,True,68,0,236,61.888888888888886,39.44444444444444,265,1.2,0.16666666666666666,32.557575757575755,71,2201
colin1497/Synology-Install-Package-for-Minecraft-and-Craftbukkit,https://github.com/colin1497/Synology-Install-Package-for-Minecraft-and-Craftbukkit,0,0,3,3,43,1,1,1,54,19,54,1606,2399,3152.0,False,False,False,True,3,2,5,6.666666666666667,6.0,55,0.0,0,0.0,359,1606
firephp/firephp-core,https://github.com/firephp/firephp-core,10,92,74,339,102,1,0,0,214,72,214,3884,3952,3816.4444444444443,True,False,True,True,7,0,0,505.55555555555554,54.44444444444444,162,0.14685314685314685,0.6190476190476191,83.875,330,3884
humhub-contrib/reportcontent,https://github.com/humhub-contrib/reportcontent,0,7,5,8,92,2,2,0,10,13,10,2305,888,2755.1666666666665,True,True,False,True,34,0,0,44.166666666666664,4.333333333333333,42,0.2727272727272727,1.3333333333333333,5.833333333333333,62,2305
hoplon/hoplon,https://github.com/hoplon/hoplon,12,108,95,370,410,9,0,0,959,66,959,2888,2413,3903.08,False,False,False,True,19,0,0,69.08,22.36,481,0.32142857142857145,0.5555555555555556,79.54116479925305,347,2888
i3/i3status,https://github.com/i3/i3status,16,102,96,136,653,1,0,0,463,212,463,4710,2650,3483.1344537815125,False,False,False,True,13,0,0,56.45378151260504,28.218487394957982,393,0.08888888888888889,0.75,92.31349206349206,20,4710
euphorie/osha.oira,https://github.com/euphorie/osha.oira,11,353,47,375,2194,13,148,0,4,4,4,3936,3804,3844.9166666666665,True,True,False,True,6,0,0,39.75,23.166666666666668,1664,0.6470588235294118,0.5454545454545454,340.24999999999994,119,3936
fuzionnz/fuzion,https://github.com/fuzionnz/fuzion,0,7,2,8,16,5,0,0,0,1,0,2321,3413,3227.285714285714,False,False,False,True,137,0,0,18.571428571428573,8.0,55,0.3333333333333333,0.8571428571428571,7.0,283,2321
apache/james-jspf,https://github.com/apache/james-jspf,2,409,46,545,559,3,27,0,14,28,14,5551,4626,3233.0,True,True,False,True,2255,0,0,500.8,31.8,318,0.4074074074074074,0.7272727272727273,386.83571428571423,46,5603
dsccommunity/FileContentDsc,https://github.com/dsccommunity/FileContentDsc,0,0,1,0,4,1,0,0,10,4,10,1330,834,2258.6,True,False,False,True,90,0,0,50.6,14.8,116,0.0,0,0.0,146,1330
Mangopay/mangopay2-php-sdk,https://github.com/Mangopay/mangopay2-php-sdk,0,1,1,1,2,41,0,0,113,126,113,2922,2998,2893.318181818182,True,False,False,True,14,0,0,70.53030303030303,13.984848484848484,174,0.037037037037037035,2.0,0.14285714285714285,38,2953
powa-team/pg_stat_kcache,https://github.com/powa-team/pg_stat_kcache,0,3,8,4,32,4,0,0,114,21,114,2700,1325,3364.4285714285716,True,False,False,True,9,0,0,489.2857142857143,6.571428571428571,71,0.5,1.0,3.0,54,2593
TobiasWooldridge/UniBuddyAPI,https://github.com/TobiasWooldridge/UniBuddyAPI,0,0,0,0,162,9,0,1,2,2,2,2706,3885,3490.3333333333335,False,True,False,True,43,21,26,10.333333333333334,9.0,197,0.0,0,0.0,275,2706
johnoneil/MangaTextDetection,https://github.com/johnoneil/MangaTextDetection,0,6,0,6,10,2,0,1,135,44,135,2756,3210,2709.0,True,False,False,True,42,0,10,4.25,0.0,31,0.42857142857142855,0.0,3.833333333333333,214,2756
morontt/queens-microbench,https://github.com/morontt/queens-microbench,22,378,22,378,793,1,0,1,9,3,9,1996,3452,2941.75,False,False,False,True,47,117,57,28.25,56.0,17,0.1701388888888889,0.8367346938775511,354.73767343767344,306,1996
Unarelith/OpenMiner,https://github.com/Unarelith/OpenMiner,1,9,4,22,24,9,0,1,185,25,185,3072,3904,2492.1666666666665,True,True,False,True,33,6,46,182.5,36.833333333333336,1149,2.0,0.3333333333333333,7.7,53,3072
C-CINA/focus,https://github.com/C-CINA/focus,2,31,5,61,56,5,0,0,22,12,22,4167,2784,3081.75,False,False,False,True,15,0,0,3.0,4.0,541,0.08888888888888889,0.25,13.385786435786434,92,4167
trailofbits/algo,https://github.com/trailofbits/algo,0,0,0,0,6,10,0,0,21494,1869,21494,1901,3294,3189.8954248366013,True,True,False,True,140,0,0,59.1764705882353,19.601307189542485,428,0.0,0,0.0,35,1914
spring-cloud/spring-cloud-config,https://github.com/spring-cloud/spring-cloud-config,0,0,0,0,5,37,0,0,1715,1139,1715,2616,2660,3066.3947368421054,True,True,False,True,98,0,0,113.54605263157895,12.730263157894736,429,0.0,0,0.0,4,2666
openfl/openfl,https://github.com/openfl/openfl,0,19,0,19,28,33,0,0,1612,357,1612,3092,3088,3302.925675675676,True,False,False,True,37,0,0,36.601351351351354,28.236486486486488,4490,0.0,0,19.0,11,3112
stencila/stencila,https://github.com/stencila/stencila,1,2,1,4,27,13,0,0,602,38,602,1821,3807,3021.9545454545455,True,True,False,True,46,0,0,180.77272727272728,57.04545454545455,2035,0.1111111111111111,2.0,2.0,3,1841
KnightOS/genkfs,https://github.com/KnightOS/genkfs,0,3,0,3,13,1,1,0,2,4,2,2348,3063,3120.625,False,False,False,True,40,0,0,497.0,32.5,38,0.3333333333333333,0.6666666666666666,3.0,343,2348
facebook/chef-utils,https://github.com/facebook/chef-utils,1,21,10,40,65,2,0,0,279,83,279,2735,4551,3567.3,False,False,False,True,110,0,0,38.65,9.0,103,0.3333333333333333,0.25,20.5,163,2735
SimonWaldherr/golibs,https://github.com/SimonWaldherr/golibs,1,124,5,133,207,1,0,1,117,17,117,2282,4240,2513.0,False,False,True,True,205,201,193,117.0,67.0,200,0.14285714285714285,1.0,123.0,154,2282
jd-alexander/Google-Directions-Android,https://github.com/jd-alexander/Google-Directions-Android,0,5,8,8,10,3,0,1,969,406,969,2780,3482,3082.4375,False,False,False,True,53,185,355,57.0,44.1875,65,0.14705882352941177,0.2,2.595833333333333,162,2780
dlang/dmd,https://github.com/dlang/dmd,0,16,0,16,61,7,0,0,2459,569,2459,4458,3898,3327.3971962616824,True,True,False,True,22,0,0,52.967289719626166,19.065420560747665,7433,0.5714285714285714,0.5,12.207575757575757,3,4480
realfagstermer/realfagstermer.github.io,https://github.com/realfagstermer/realfagstermer.github.io,0,30,9,67,20,1,10,0,0,0,0,2380,2573,3022.3333333333335,False,False,False,False,15,0,0,29.0,5.333333333333333,1148,0.13043478260869565,0.6666666666666666,27.416666666666668,93,2380
Phidelux/Ezrael,https://github.com/Phidelux/Ezrael,0,8,4,15,65,2,0,1,1,0,1,2241,3485,2377.0,False,False,False,True,22,55,25,14.75,22.5,54,0.041666666666666664,2.0,4.916666666666667,79,2241
dlang/dlang.org,https://github.com/dlang/dlang.org,14,208,127,282,920,19,0,0,283,365,283,4813,3898,3267.3947368421054,True,False,False,True,22,0,0,51.03383458646616,18.518796992481203,1044,0.1111111111111111,0.8181818181818182,196.73333333333335,4,4943
spring-projects/spring-security-kerberos,https://github.com/spring-projects/spring-security-kerberos,3,0,8,1,3,2,0,0,140,192,140,4177,4098,3709.2105263157896,True,True,False,True,210,0,0,101.63157894736842,7.947368421052632,56,0.0,0,0.0,221,4177
tehkillerbee/mopidy-tidal,https://github.com/tehkillerbee/mopidy-tidal,1,14,3,14,9,4,9,1,46,17,46,1349,3765,3107.285714285714,True,False,False,True,10,6,1,8.428571428571429,1.5714285714285714,16,0.0,0,13.11111111111111,26,1349
geerlingguy/ansible-role-jenkins,https://github.com/geerlingguy/ansible-role-jenkins,0,4,1,7,23,1,0,1,723,647,723,2477,3960,3208.075,True,False,False,True,305,55,10086,297.4,17.35,201,1.0,1.0,4.0,26,2477
mRemoteNG/PuTTYNG,https://github.com/mRemoteNG/PuTTYNG,7,83,67,113,665,3,0,0,34,9,34,2060,2022,2663.75,True,False,False,True,8,0,0,29.25,1.5,38,0.1282051282051282,1.0,72.44707602339182,77,2060
rdallasgray/.emacs.d,https://github.com/rdallasgray/.emacs.d,0,7,0,7,13,2,0,1,3,1,3,4944,3669,4365.75,False,False,False,False,42,8,29,36.5,6.5,366,0.17391304347826086,0.5,7.0,4,4944
OIT-ADS-Web/vivo_widgets,https://github.com/OIT-ADS-Web/vivo_widgets,1,0,3,2,5,57,0,0,13,4,13,3820,3707,3633.8333333333335,True,True,False,True,30,0,0,8.833333333333334,9.666666666666666,182,0.0,0,0.0,61,3820
barisusakli/nodebb-plugin-dbsearch,https://github.com/barisusakli/nodebb-plugin-dbsearch,0,11,0,14,13,2,3,1,14,15,14,2711,3257,2619.0,False,False,False,True,101,11,109,82.0,15.666666666666666,92,0.16666666666666666,1.0,10.5,12,2718
eracknaphobia/plugin.video.mlbtv,https://github.com/eracknaphobia/plugin.video.mlbtv,3,71,7,152,324,6,14,1,17,11,17,1352,2611,3314.3333333333335,False,False,False,True,26,10,63,24.166666666666668,7.0,30,0.5074626865671642,0.5,65.78333333333333,37,1352
Tyriar/vscode-sort-lines,https://github.com/Tyriar/vscode-sort-lines,7,17,30,29,77,1,0,1,122,36,122,1540,3314,2897.733333333333,True,False,False,True,148,32,1329,95.13333333333334,8.866666666666667,111,0.38461538461538464,0.5,17.0,38,1540
mongoid/mongoid-history,https://github.com/mongoid/mongoid-history,1,39,1,44,77,2,1,0,377,125,377,3563,4156,3834.1,True,False,False,True,34,0,0,71.35,17.75,97,0.3142857142857143,0.9090909090909091,36.7,275,3853
gu-fan/riv.vim,https://github.com/gu-fan/riv.vim,0,106,13,117,498,6,0,1,492,91,492,3351,3890,3323.8571428571427,True,True,False,True,105,130,110,84.28571428571429,60.964285714285715,464,0.05555555555555555,1.5,106.0,40,3351
ruby-rdf/rdf-ldp,https://github.com/ruby-rdf/rdf-ldp,3,107,34,194,240,11,0,0,14,2,14,1980,3413,4056.75,True,False,False,True,55,0,0,79.75,13.75,155,0.2608695652173913,0.8333333333333334,102.83333333333333,271,1980
overleaf/logger-module,https://github.com/overleaf/logger-module,73,742,282,1079,1245,9,5,0,3,8,3,1604,2808,2976.6,True,False,False,False,72,0,0,35.0,5.7,39,0.29698375870069604,0.5078125,663.1569013573811,52,1604
sergeyzwezdin/Hangfire.Mongo,https://github.com/sergeyzwezdin/Hangfire.Mongo,0,12,3,17,41,59,0,1,170,72,170,2436,3773,2856.904761904762,False,False,False,True,28,1,76,25.142857142857142,7.666666666666667,92,0.25,0.5,12.0,41,2493
jfinal/jfinal,https://github.com/jfinal/jfinal,9,20,14,41,40,2,0,1,3141,1353,3141,3049,3432,2894.1052631578946,True,False,False,True,157,14,407,46.26315789473684,14.631578947368421,351,0.1724137931034483,1.0,15.28611111111111,30,3049
koalaman/shellcheck,https://github.com/koalaman/shellcheck,0,53,2,53,59,5,0,1,26056,1318,26056,3237,3227,3444.133333333333,True,True,False,True,15,2,480,106.13333333333334,42.74166666666667,1295,2.0,0.5,51.5,1,3259
vtoubiana/TrackMeNot,https://github.com/vtoubiana/TrackMeNot,2,5,11,16,31,7,1,1,235,43,235,3000,3445,3022.6,False,False,False,True,8,2,13,47.0,11.0,76,0.16666666666666666,0.3333333333333333,5.0,161,3000
Panopto/Blackboard-9.1-Plugin-for-Panopto,https://github.com/Panopto/Blackboard-9.1-Plugin-for-Panopto,3,5,3,5,25,14,0,0,8,7,8,2184,3774,2755.0,True,False,False,True,58,0,0,3.142857142857143,2.2857142857142856,56,0.5,1.0,5.0,81,2184
peti/hledger-interest,https://github.com/peti/hledger-interest,0,9,0,13,37,2,0,1,18,5,18,3648,4726,4448.0,False,False,False,True,73,0,138,80.0,17.25,102,0.6666666666666666,1.0,9.0,33,3689
MTG/freesound,https://github.com/MTG/freesound,0,91,10,105,236,41,0,0,228,88,228,4875,3238,3144.7083333333335,True,False,False,True,111,0,0,70.70833333333333,24.875,2726,0.0783132530120482,1.3076923076923077,91.0,46,4875
screeps/grunt-screeps,https://github.com/screeps/grunt-screeps,0,4,0,4,13,3,0,0,54,32,54,2121,2531,3871.8571428571427,True,False,False,True,23,0,0,78.0,30.857142857142858,26,0.36363636363636365,0.25,3.5,297,2121
endlessm/eos-media,https://github.com/endlessm/eos-media,1,7,3,11,11,41,0,0,3,2,3,3208,3361,3916.375,False,False,False,True,246,0,0,41.1875,12.5625,76,0.16666666666666666,0.3333333333333333,5.211111111111111,23,3208
gtimelog/gtimelog,https://github.com/gtimelog/gtimelog,2,52,16,87,230,10,8,0,192,69,192,6145,2851,3498.3076923076924,True,True,False,True,2,0,0,35.65384615384615,5.923076923076923,940,0.30303030303030304,0.4,48.53333333333334,43,6145
symfony/security-acl,https://github.com/symfony/security-acl,0,1,0,1,4,10,0,0,330,44,330,2795,4347,3658.0,False,False,False,True,214,0,0,739.4634146341464,62.46341463414634,116,0.0,0,1.0,61,2795
freeciv/freeciv-web,https://github.com/freeciv/freeciv-web,0,0,0,0,44,3,0,0,1597,262,1597,4027,3030,2990.3846153846152,True,True,False,True,5,0,0,17.346153846153847,8.23076923076923,2076,0.13636363636363635,2.0,0.0,44,4027
inveniosoftware/invenio-communities,https://github.com/inveniosoftware/invenio-communities,1,17,2,32,62,5,0,0,4,30,4,2616,3612,2978.0,True,True,False,True,142,0,0,45.04761904761905,30.238095238095237,125,0.4166666666666667,0.4,17.0,47,2616
scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,0,9,0,15,42,14,0,0,4522,1884,4522,4407,3727,3043.8385269121814,True,True,True,True,15,0,0,124.4929178470255,25.45042492917847,1609,0.14285714285714285,1.0,5.416666666666666,2,4396
areaDetector/ADAndor,https://github.com/areaDetector/ADAndor,3,17,13,27,125,1,12,0,5,15,5,4901,2843,2570.090909090909,False,True,False,True,60,0,0,7.7272727272727275,5.818181818181818,1344,0.2631578947368421,0.4,14.500000000000002,24,4901
troydhanson/uthash,https://github.com/troydhanson/uthash,7,25,18,32,41,2,0,1,2547,668,2547,3008,3745,3674.64,True,True,False,True,21,3,335,112.08,65.76,130,0.22857142857142856,0.75,15.279797979797982,105,3008
acoustid/chromaprint,https://github.com/acoustid/chromaprint,19,180,50,296,97,12,5,0,600,93,600,3899,1945,3589.222222222222,True,False,False,True,28,0,0,34.111111111111114,9.61111111111111,419,0.21212121212121213,0.7619047619047619,167.05,156,3899
ualibweb/manage_ui,https://github.com/ualibweb/manage_ui,2,20,5,28,69,8,0,0,0,0,0,2237,3514,2521.8,False,False,False,True,35,0,0,20.6,21.2,446,0.2692307692307692,0.8571428571428571,17.51587301587302,123,2237
